steam_id_number,game_title,release_month,release_year,release_price,lowest_estimated_owners_number,highest_estimated_owners_number,average_estimated_owners_number,developer,publisher
2058,Tree of Savior (English Ver.),March,2016,0,"500,000","1,000,000","750,000","IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd."
2059,Survarium,April,2015,0,"2,000,000","5,000,000","3,500,000",Vostok Games,Vostok Games
2060,Phantasy Star Online 2,August,2020,0,"2,000,000","5,000,000","3,500,000",SEGA,SEGA
2061,Dead Frontier 2,July,2019,0,"2,000,000","5,000,000","3,500,000",Creaky Corpse Ltd,Creaky Corpse Ltd
2062,Bless Unleashed,August,2021,0,"2,000,000","5,000,000","3,500,000",VALOFE,VALOFE
2063,Dungeon Defenders II,June,2017,0,"2,000,000","5,000,000","3,500,000",Trendy Entertainment,Trendy Entertainment
2064,RuneScape,October,2020,0,"1,000,000","2,000,000","1,500,000",Jagex Ltd,Jagex Ltd
2065,Infestation: The New Z,November,2016,0,"5,000,000","10,000,000","7,500,000",Fredaikis AB,OP Productions LLC
2066,Russian Fishing 4,November,2021,0,"2,000,000","5,000,000","3,500,000","FishSoft, LLC","FishSoft, LLC"
2067,Creativerse,May,2017,0,"1,000,000","2,000,000","1,500,000",Playful Corp.,Playful Corp.
2068,Shakes and Fidget,February,2016,0,"1,000,000","2,000,000","1,500,000",Playa Games GmbH,Playa Games GmbH
2069,Clicker Heroes,May,2015,0,"2,000,000","5,000,000","3,500,000",Playsaurus,Playsaurus
2070,Minion Masters,May,2019,0,"5,000,000","10,000,000","7,500,000",BetaDwarf,BetaDwarf
2071,Trove,July,2015,0,"10,000,000","20,000,000","15,000,000",gamigo US Inc.,gamigo US Inc.
2072,Robocraft,August,2017,0,"10,000,000","20,000,000","15,000,000",Freejam,Freejam
2073,Colt Canyon,June,2020,14.99,"20,000","50,000","35,000",Retrific,Headup
2074,Meteorfall: Krumit's Tale,July,2020,14.99,"20,000","20,000","20,000",Slothwerks,"Slothwerks, indienova"
2075,Dungeons of Edera,June,2022,11.99,"20,000","50,000","35,000",Monster Tooth Studios,Monster Tooth Studios
2076,Terra Incognita ~ Chapter One: The Descendant,February,2015,0.99,"500,000","1,000,000","750,000",Back To Basics Gaming,Back To Basics Gaming
2077,LOST EPIC,July,2022,24.99,"20,000","50,000","35,000","oneoreight, Team EARTHWARS",oneoreight
2078,Pascal's Wager: Definitive Edition,March,2021,19.99,"20,000","50,000","35,000",TipsWorks,Giant Global
2079,No Straight Roads: Encore Edition,October,2021,24.99,"20,000","50,000","35,000",Metronomik,Fireshine Games
2080,Labyrinth of Refrain: Coven of Dusk,September,2018,49.99,"20,000","50,000","35,000","Nippon Ichi Software, Inc.","NIS America, Inc."
2081,Guns n Zombies,October,2014,7.99,"100,000","200,000","150,000",Krealit,Krealit
2082,Novus Inceptio,October,2015,12.99,"20,000","50,000","35,000",McMagic Productions,McMagic Productions
2083,Neversong,May,2020,14.99,"20,000","50,000","35,000","Atmos Games, Serenity Forge",Serenity Forge
2084,Vagrus - The Riven Realms,October,2021,23.09,"50,000","100,000","75,000",Lost Pilgrims Studio,Lost Pilgrims Studio
2085,Flatworld,April,2022,14.99,"20,000","20,000","20,000",Guinxu,Guinxu
2086,Helen's Mysterious Castle,March,2016,1.99,"50,000","100,000","75,000",Satsu,PLAYISM
2087,夜永 Eternal Love,November,2020,4.99,"50,000","100,000","75,000",白露社,PeriScope Game
2088,Astrox Imperium,March,2019,14.99,"50,000","100,000","75,000",Jace Masula,Jace Masula
2089,ZomDay,March,2020,9.99,"20,000","50,000","35,000",INTO GAMES,INTO GAMES
2090,16bit Trader,June,2015,2.99,"200,000","500,000","350,000",Forever Entertainment S. A.,Forever Entertainment S. A.
2091,Fortune Summoners,January,2012,19.99,"100,000","200,000","150,000",Lizsoft,Carpe Fulgur LLC
2092,红石遗迹 - Red Obsidian Remnant,September,2017,1.79,"50,000","100,000","75,000",Red Obsidian Studio,"Beijing New Era Network Technology Co., Ltd."
2093,Neverinth,June,2020,4.79,"20,000","50,000","35,000",CreAct Games,Neon Doctrine
2094,Godhood,August,2020,26.99,"50,000","100,000","75,000",Abbey Games,Abbey Games
2095,Hashiriya Drifter-Online Drift Racing Multiplayer (DRIFT/DRAG/RACING),July,2020,0.99,"20,000","50,000","35,000",Midnight Games,Midnight Games
2096,新流星搜劍錄,December,2017,19.99,"20,000","20,000","20,000",Titans,Titans
2097,Stick RPG 2: Director's Cut,April,2011,19.99,"50,000","100,000","75,000",XGen Studios,XGen Studios
2098,VenusBlood FRONTIER International,February,2020,39.99,"100,000","200,000","150,000","Ninetail, Dualtail","JAST USA, Kagura Games (Chinese Localization)"
2099,FIGHT KNIGHT,November,2021,11.99,"50,000","100,000","75,000",Team Sorcerobe,Team Sorcerobe
2100,StarCrawlers,May,2017,19.99,"20,000","50,000","35,000",Juggernaut Games,Juggernaut Games
2101,吞食孔明传 Tunshi Kongming Legends,April,2019,9.99,"50,000","100,000","75,000",Sunny Show,Phoenix Games
2102,Sudeki,March,2005,5.99,"100,000","200,000","150,000",Climax Studios,Climax Group
2103,Dancing Girl,June,2019,2.99,"100,000","200,000","150,000",Snow Girl,Snow Girl
2104,INSOMNIA: The Ark,September,2018,29.99,"50,000","100,000","75,000",Mono Studio,HeroCraft PC
2105,Atari Vault,March,2016,19.99,"100,000","200,000","150,000",Code Mystics,Atari
2106,CATGIRL LOVER,June,2019,1.99,"50,000","100,000","75,000",CUTE ANIME GIRLS,Tranquility games
2107,How To Survive: Third Person Standalone,July,2015,9.99,"200,000","500,000","350,000",Eko Software,505 Games
2108,Vestaria Saga I: War of the Scions,December,2019,19.99,"20,000","50,000","35,000",Vestaria Project,"DANGEN Entertainment, Gamera Games"
2109,Rift Wizard,September,2021,14.99,"100,000","200,000","150,000",Dylan White,Dylan White
2110,Scars of Summer,April,2021,15.99,"50,000","100,000","75,000",Shinachiku-castella,Kagura Games
2111,Warriors: Rise to Glory,January,2022,19.99,"20,000","50,000","35,000",Gavra Games,Gavra Games
2112,The Shadow of Yidhra,April,2021,6.04,"20,000","50,000","35,000",WhitePeach,WhitePeach
2113,Towns,November,2012,14.99,"100,000","200,000","150,000","Xavi Canal, Ben Palgi",SMP
2114,Hyperdevotion Noire: Goddess Black Heart (Neptunia),April,2016,14.99,"100,000","200,000","150,000","Idea Factory, Compile Heart, Sting",Idea Factory International
2115,Delivery from the Pain:Survival / 末日方舟:生存,June,2019,7.99,"20,000","50,000","35,000",DigiPotato Studio,DigiPotato Studio
2116,Kitaria Fables,September,2021,19.99,"50,000","100,000","75,000",Twin Hearts,PQube
2117,Blood and Gold: Caribbean!,December,2015,19.99,"100,000","200,000","150,000",Snowbird Games,Snowbird Games
2118,Ken ga Kimi,March,2020,49.99,"20,000","50,000","35,000",Rejet,Beijing Happy Entertainment Technology
2119,Wild Terra 2: New Lands,January,2021,34.99,"50,000","100,000","75,000",Juvty Worlds,Juvty Worlds
2120,CHRONO CROSS: THE RADICAL DREAMERS EDITION,April,2022,19.99,"50,000","100,000","75,000","Square Enix, D4Enterprise Co.,Ltd.",Square Enix
2121,Dungeon Rushers,September,2016,14.99,"100,000","200,000","150,000",Goblinz Studio,"Goblinz Publishing, WhisperGames"
2122,Chicken Assassin: Reloaded,June,2016,4.99,"20,000","20,000","20,000",OneShark,Akupara Games
2123,封神榜2022,January,2022,9.99,"50,000","100,000","75,000",FC Maker,FC Maker
2124,Sword and Fairy 2,January,2003,5.99,"100,000","200,000","150,000",SOFTSTAR ENTERTAINMENT,SOFTSTAR ENTERTAINMENT
2125,Suicide Countdown: 7 Days,February,2021,2.99,"100,000","200,000","150,000",致意,致意
2126,Noob - Les Sans-Factions,June,2021,29.99,"20,000","50,000","35,000","BlackPixel Studio, Olydri Games","Olydri Studio, Microids"
2127,Brave Alchemist Colette,April,2020,17.49,"20,000","50,000","35,000",Acerola,Kagura Games
2128,YUME,January,2021,2.99,"50,000","100,000","75,000",YUME,Lovely Games
2129,Super Neptunia RPG,June,2019,29.99,"50,000","100,000","75,000",Artisan Studios,Idea Factory International
2130,Zombie Shooter,December,2007,4.99,"100,000","200,000","150,000",Sigma Team Inc.,Sigma Team Inc.
2131,Noble Fates,December,2021,24.99,"50,000","100,000","75,000","Xobermon, LLC","Xobermon, LLC"
2132,Suits: A Business RPG,January,2016,0.54,"100,000","200,000","150,000",Technomancy Studios,Technomancy Studios
2133,Hero by Chance,January,2021,1.99,"100,000","200,000","150,000",Reborn Entertainment,Reborn Entertainment
2134,懒人修仙传,November,2018,3.99,"200,000","500,000","350,000",托更的修罗,托更的修罗
2135,迷雾之夏-The Vigilant Villa,July,2020,7.99,"50,000","100,000","75,000",知行合一,游艺春秋
2136,Crystar,August,2019,59.99,"20,000","50,000","35,000",FURYU Corporation,"Spike Chunsoft Co., Ltd."
2137,Accel World VS. Sword Art Online Deluxe Edition,September,2017,6.99,"50,000","100,000","75,000",ARTDINK CORPORATION,BANDAI NAMCO Entertainment
2138,Gurumin: A Monstrous Adventure,March,2015,9.99,"100,000","200,000","150,000","Nihon Falcom, Mastiff",Mastiff
2139,KnightShift,September,2013,6.99,"200,000","500,000","350,000",Reality Pump,Topware Interactive
2140,Eiyuden Chronicle: Rising,May,2022,14.99,"20,000","50,000","35,000",NatsumeAtari,505 Games
2141,"Warhammer 40,000: Space Wolf",September,2017,17.99,"20,000","50,000","35,000",HeroCraft PC,HeroCraft PC
2142,Ark Mobius: Censored Edition,October,2021,4.99,"20,000","50,000","35,000",YellowDuckWorks,YellowDuckWorks
2143,Swords 'n Magic and Stuff,September,2020,19.99,"100,000","200,000","150,000",Kindred Games,Kindred Games
2144,HIVESWAP: ACT 2,November,2020,14.99,"100,000","200,000","150,000","What Pumpkin Games, Inc.","What Pumpkin Games, Inc."
2145,Abandon Ship,October,2019,24.99,"50,000","100,000","75,000",Fireblade Software,Fireblade Software
2146,Hunter's Arena: Legends,July,2020,19.99,"50,000","100,000","75,000",Mantisco,Mantisco
2147,Shark Dating Simulator XL+,August,2017,0.99,"20,000","50,000","35,000",Catfood McFly,Catsmeat Studios
2148,Dead Age 2: The Zombie Survival RPG,March,2021,17.99,"20,000","50,000","35,000",Silent Dreams,Headup
2149,Might and Magic: Heroes VII – Trial by Fire,August,2016,29.99,"20,000","20,000","20,000",Limbic Entertainment,Ubisoft
2150,Succubus Affection,October,2020,14.99,"20,000","50,000","35,000",Succubus Diary,Kagura Games
2151,Landlord's Super,April,2020,15.99,"20,000","50,000","35,000",Minskworks,Yogscast Games
2152,Sins Of The Demon RPG,May,2016,1.99,"200,000","500,000","350,000",Chandler Rounsley,Senpai Studios
2153,Little Noah: Scion of Paradise,June,2022,13.49,"50,000","100,000","75,000","Cygames, Inc., Grounding Inc.","Cygames, Inc."
2154,Sheltered 2,September,2021,19.99,"50,000","100,000","75,000",Unicube,Team17
2155,Fearless Fantasy,May,2014,6.99,"500,000","1,000,000","750,000",Enter Skies,tinyBuild
2156,Big Farm Story,August,2021,19.99,"20,000","20,000","20,000",Goodgame Studios,Goodgame Studios
2157,Fallen girl - Black rose and the fire of desire,May,2021,8.99,"50,000","100,000","75,000",BoRoBoRoGame,OTAKU Plan
2158,Dust to the End,August,2021,11.99,"100,000","200,000","150,000","Haojoy Game, Zjoy Game",2P Games
2159,Blightbound,July,2021,19.99,"50,000","100,000","75,000",Ronimo Games,Devolver Digital
2160,Harvest Moon: Light of Hope Special Edition,November,2017,19.99,"20,000","50,000","35,000","TABOT, inc., Natsume Inc.",Natsume Inc.
2161,DemonCrawl,November,2019,14.99,"100,000","200,000","150,000",Therefore Games,Therefore Games
2162,POPGOES Arcade,July,2022,4.99,"20,000","50,000","35,000",Kane Carter,Clickteam
2163,Deep Space Waifu: FANTASY,September,2018,1.99,"20,000","50,000","35,000",Neko Climax Studios,Neko Climax Studios
2164,Hero of the Kingdom: The Lost Tales 1,April,2020,4.99,"50,000","100,000","75,000",Lonely Troops,Lonely Troops
2165,Templar Battleforce,September,2015,9.99,"100,000","200,000","150,000",Trese Brothers,Trese Brothers
2166,H-Isekai Loves,February,2022,2.99,"100,000","200,000","150,000",G-Blood,G-Blood
2167,Voice of Cards: The Isle Dragon Roars,October,2021,20.99,"20,000","50,000","35,000",Square Enix,Square Enix
2168,Superdimension Neptune VS Sega Hard Girls,June,2017,19.99,"50,000","100,000","75,000","IDEA FACTORY, COMPILE HEART, FELISTELLA",Idea Factory International
2169,The Chosen RPG,February,2016,1.99,"200,000","500,000","350,000",Little Big Lee,Senpai Studios
2170,Lili: Child of Geos - Complete Edition,May,2014,14.99,"100,000","200,000","150,000","BitMonster, Inc.","BitMonster, Inc."
2171,RPG Maker MZ,August,2020,79.99,"20,000","50,000","35,000","Gotcha Gotcha Games, KADOKAWA, Yoji Ojima",Degica
2172,真探,May,2022,9.99,"50,000","100,000","75,000",黑袍,IndieArk
2173,Fragmented,August,2017,1.29,"100,000","200,000","150,000",Above and Beyond Technologies,Above and Beyond Technologies
2174,Sword and Fairy Inn 2,July,2022,19.99,"50,000","100,000","75,000",SOFTSTAR ENTERTAINMENT,"方块游戏(CubeGame), SOFTSTAR ENTERTAINMENT"
2175,DRAGON QUEST HEROES Slime Edition,December,2015,39.99,"50,000","100,000","75,000","KOEI TECMO GAMES CO., LTD.",Square Enix
2176,xiuzhen idle,June,2022,3.99,"50,000","100,000","75,000",游戏养家工作室,跪求愿望
2177,沙雕之路,October,2019,10,"50,000","100,000","75,000",馆叔,馆叔
2178,Utawarerumono: Mask of Deception,January,2020,9.99,"20,000","50,000","35,000",AQUAPLUS,"DMM GAMES, Shiravune"
2179,Warsim: The Realm of Aslona,June,2017,7.99,"50,000","100,000","75,000",Huw Millward,Huw Millward
2180,Hello Charlotte EP2: Requiem Aeternam Deo,October,2016,4.99,"50,000","100,000","75,000",etherane,etherane
2181,沉睡的法则 Things as They Are,June,2019,5.99,"20,000","50,000","35,000",四块二茶会,四块二茶会
2182,Dungeonmans,December,2014,14.99,"100,000","200,000","150,000",Adventurepro Games LLC,Adventurepro Games LLC
2183,Underhero,September,2018,7.49,"20,000","50,000","35,000",Paper Castle Games,Paper Castle Games
2184,FootLOL: Epic Soccer League,August,2013,9.99,"200,000","500,000","350,000",HeroCraft,HeroCraft PC
2185,Death end re;Quest,May,2019,29.99,"50,000","100,000","75,000","Idea Factory, Compile Heart",Idea Factory International
2186,Chinese Paladin：Sword and Fairy,October,2017,4.99,"200,000","500,000","350,000",SOFTSTAR TECHNOLOGY(BEIJING),"SOFTSTAR TECHNOLOGY(BEIJING), SOFTSTAR ENTERTAINMENT"
2187,Love Esquire - RPG/Dating Sim/Visual Novel,October,2019,18.74,"20,000","50,000","35,000",Yangyang Mobile,Yangyang Mobile
2188,Magical Diary: Horse Hall,May,2012,14.99,"50,000","100,000","75,000",Hanako Games,Hanako Games
2189,KeeperRL,March,2015,19.99,"100,000","200,000","150,000",Electric Succubi,Electric Succubi
2190,Labyronia RPG,August,2015,1.99,"200,000","500,000","350,000",Labyrinthine,Senpai Studios
2191,Castlevania Anniversary Collection,May,2019,19.99,"100,000","200,000","150,000",Konami Digital Entertainment,Konami Digital Entertainment
2192,ARIA CHRONICLE,July,2020,14.39,"50,000","100,000","75,000",STUDIO N9,CREST
2193,BLUE REFLECTION,September,2017,59.99,"20,000","50,000","35,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
2194,Wrestling Empire,July,2021,14.99,"20,000","50,000","35,000",MDickie,MDickie
2195,Siege Survival: Gloria Victis,May,2021,24.99,"100,000","200,000","150,000",Black Eye Games,Ravenscourt
2196,Angeldust,December,2019,2.99,"100,000","200,000","150,000",Frank Lucas,Metagaming B.V.
2197,STAR OCEAN - THE LAST HOPE - 4K & Full HD Remaster,November,2017,8.39,"50,000","100,000","75,000","Square Enix, tri-Ace",Square Enix
2198,Evil Maze,June,2016,0.99,"200,000","500,000","350,000",ZOV GAME STUDIO,ZOV GAME STUDIO
2199,Baldr Sky,December,2019,49.99,"20,000","50,000","35,000",GIGA,Sekai Project
2200,Iris and the Giant,February,2020,5.39,"20,000","20,000","20,000",Louis Rigaud,"Goblinz Publishing, Maple Whispering Limited, Mugen Creations"
2201,Killing Time,September,2017,0.59,"200,000","500,000","350,000",ONEONE1,Paradise Project
2202,Killing Room,October,2016,9.99,"100,000","200,000","150,000",Alda Games,Alda Games
2203,Siralim 3,October,2018,14.99,"20,000","50,000","35,000",Thylacine Studios,Thylacine Studios LLC
2204,Heroes of the Three Kingdoms,November,2020,0.99,"200,000","500,000","350,000","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd."
2205,Consummate:Missing World 寇莎梅特：困世迷情,July,2017,0.99,"20,000","50,000","35,000",冷笑黑妖,冷笑黑妖
2206,Wayward,April,2016,7.99,"50,000","100,000","75,000",Unlok,Unlok
2207,FINAL FANTASY V,November,2021,17.99,"50,000","100,000","75,000",Square Enix,Square Enix
2208,Utawarerumono: Mask of Truth,January,2020,9.99,"20,000","50,000","35,000",AQUAPLUS,"DMM GAMES, Shiravune"
2209,Eador. Imperium,January,2017,19.99,"20,000","50,000","35,000",Snowbird Games,Snowbird Games
2210,I am not a Monster: First Contact,September,2018,10.99,"50,000","100,000","75,000",Cheerdealers,Alawar Premium
2211,Rune Factory 4 Special,December,2021,29.99,"20,000","50,000","35,000",Marvelous Inc.,"XSEED Games, Marvelous USA, Inc., Marvelous"
2212,Stolen Realm,October,2021,19.99,"100,000","200,000","150,000",Burst2Flame Entertainment,Burst2Flame Entertainment
2213,Who Needs a Hero?,January,2021,2.99,"20,000","50,000","35,000","Henrique Faitta Chitolina, Pidro Soft",Baby Stone Studios
2214,Block Story,December,2015,2.99,"20,000","50,000","35,000","MindBlocks Studio, LLC","MindBlocks Studio, LLC"
2215,BDSM: Big Drunk Satanic Massacre,October,2019,19.99,"50,000","100,000","75,000",Big Way Games,Big Way Games
2216,Stellar Tactics,September,2016,19.99,"50,000","100,000","75,000",Maverick Games,Maverick Games
2217,Idle Calibur,January,2022,4.63,"50,000","100,000","75,000",绝汪,"DreamStep, 绝汪"
2218,OrbusVR: Reborn,April,2019,19.99,"20,000","50,000","35,000","Orbus Online, LLC","Orbus Online, LLC"
2219,Monster Loves You!,March,2013,9.99,"200,000","500,000","350,000","Radial Games Corp, Dejobaan Games, LLC",Radial Games Corp
2220,GRANDIA HD Remaster,October,2019,19.99,"20,000","50,000","35,000","GAME ARTS, Sickhead Games, LLC","GungHo Online Entertainment America, Inc."
2221,Steven Universe: Save the Light,August,2018,24.99,"20,000","50,000","35,000","Grumpyface Studios, Finite Reflection Studios",Cartoon Network Games
2222,Dead Effect 2 VR,October,2017,7.49,"50,000","100,000","75,000","BadFly Interactive, a.s.",App Holdings
2223,Rogue Lords,September,2021,24.99,"100,000","200,000","150,000","Leikir Studio, Cyanide Studio",Nacon
2224,Hokko Life,June,2021,19.99,"50,000","100,000","75,000",Wonderscope,Team17
2225,Edge of Space,September,2015,11.99,"200,000","500,000","350,000",Handyman Studios,Reverb Triple XP
